5.314381122589111328e+00,-1.706887435913085938e+01
-2.558632278442382812e+01,-1.580816745758056641e+01
-4.743433475494384766e+00,-1.102037143707275391e+01
-3.737874221801757812e+01,2.466340446472167969e+01
-2.669300079345703125e+01,4.342984199523925781e+00
-3.746262359619140625e+01,6.855029106140136719e+00
-1.326607131958007812e+01,2.443066787719726562e+01
-1.843391036987304688e+01,-2.494027137756347656e+01
-1.267232513427734375e+01,1.377234268188476562e+01
-2.966662979125976562e+01,5.443675041198730469e+00
4.309582901000976562e+01,4.914692640304565430e-01
-2.347349739074707031e+01,1.736486434936523438e+01
-2.965392112731933594e+01,6.238596439361572266e+00
2.548773765563964844e+01,2.440677642822265625e+01
-1.850659561157226562e+01,1.073104572296142578e+01
2.190441322326660156e+01,4.415962982177734375e+01
2.196000289916992188e+01,3.010258102416992188e+01
9.520941734313964844e+00,-3.811801147460937500e+01
8.804912567138671875e-01,-9.977945327758789062e+00
2.093986320495605469e+01,3.046528434753417969e+01
3.886604309082031250e+01,1.203034591674804688e+01
3.363126754760742188e+01,7.597839355468750000e+00
3.977615737915039062e+01,-1.437689900398254395e+00
4.828543853759765625e+01,-7.737659931182861328e+00
-1.011445713043212891e+01,-2.157862663269042969e+01
1.275380039215087891e+01,-2.240545654296875000e+01
3.608146667480468750e+01,5.601898670196533203e+00
4.226295852661132812e+01,3.927354574203491211e+00
-3.083613777160644531e+01,3.471518707275390625e+01
-1.658125877380371094e+01,-2.245187187194824219e+01
6.541753292083740234e+00,-2.555945777893066406e+01
1.777511978149414062e+01,3.598806858062744141e+00
1.297914695739746094e+01,-1.988052177429199219e+01
3.508692550659179688e+01,1.127471733093261719e+01
1.615436744689941406e+01,-2.587569427490234375e+01
-2.700158882141113281e+01,1.171205615997314453e+01
-1.826457023620605469e+01,-3.716958045959472656e+00
-3.578578567504882812e+01,2.874048805236816406e+01
-3.724856567382812500e+01,2.263691711425781250e+01
-1.521414089202880859e+01,7.743125438690185547e+00
-2.982848167419433594e+01,-4.842960834503173828e-02
3.012834739685058594e+01,-1.839360809326171875e+01
4.446199417114257812e+01,3.669656753540039062e+00
-2.900495290756225586e+00,-6.519773483276367188e+00
-4.409331798553466797e+00,-2.317147827148437500e+01
2.841995429992675781e+01,1.859416842460632324e+00
-5.652545452117919922e+00,-2.020256614685058594e+01
-3.160444450378417969e+01,-4.381663799285888672e-01
-1.030619335174560547e+01,-1.398231220245361328e+01
-9.648262977600097656e+00,1.338265132904052734e+01
3.278640365600585938e+01,6.957159638404846191e-01
-1.079288387298583984e+01,1.421390247344970703e+01
-1.209668445587158203e+01,-2.828318405151367188e+01
1.232321071624755859e+01,2.313594627380371094e+01
1.859671020507812500e+01,-3.418792343139648438e+01
-3.640505218505859375e+01,2.261154174804687500e+01
1.160756230354309082e+00,-2.134609794616699219e+01
1.432617282867431641e+01,-1.056779742240905762e+00
2.830448865890502930e+00,-2.289945030212402344e+01
1.342259979248046875e+01,2.228677988052368164e+00
1.069441127777099609e+01,-3.639269828796386719e+00
-1.724239730834960938e+01,-1.996121025085449219e+01
-1.598791408538818359e+01,-1.796408534049987793e+00
4.148823022842407227e-01,3.276125717163085938e+01
2.835261583328247070e+00,1.450034904479980469e+01
2.146173477172851562e+01,5.205835819244384766e+00
-2.966913795471191406e+01,-7.173274517059326172e+00
1.598697566986083984e+01,-1.796218490600585938e+01
2.856298637390136719e+01,1.474057865142822266e+01
-1.654929542541503906e+01,-1.145800685882568359e+01
-7.038338184356689453e+00,-3.399629592895507812e+01
2.948352813720703125e+01,1.621113204956054688e+01
1.763320350646972656e+01,2.833682250976562500e+01
-2.768407440185546875e+01,7.655009269714355469e+00
2.078347396850585938e+01,2.538015747070312500e+01
3.012667846679687500e+01,7.788537025451660156e+00
-3.228572082519531250e+01,2.962350368499755859e+00
-1.116406345367431641e+01,4.459996032714843750e+01
-3.332771682739257812e+01,-7.988399505615234375e+00
-9.463277816772460938e+00,-2.288251304626464844e+01
1.492234706878662109e+01,-2.443667221069335938e+01
-3.234223556518554688e+01,-2.559992790222167969e+00
-2.251056289672851562e+01,1.084501838684082031e+01
-1.752685356140136719e+01,-1.401607418060302734e+01
1.069064021110534668e+00,5.735643386840820312e+01
-3.387766265869140625e+01,4.022226810455322266e+00
-3.213945770263671875e+01,-4.032013416290283203e+00
3.764717102050781250e+01,1.320142078399658203e+01
-2.145405006408691406e+01,-1.208677577972412109e+01
1.581924438476562500e+01,-2.283893013000488281e+01
2.697716903686523438e+01,-1.569166946411132812e+01
1.876426887512207031e+01,3.238242340087890625e+01
1.845752906799316406e+01,-2.928684806823730469e+01
5.488969326019287109e+00,-2.870379066467285156e+01
2.585273742675781250e+01,1.651613616943359375e+01
-2.304990959167480469e+01,-1.005615997314453125e+01
-3.897696495056152344e+00,-1.189744758605957031e+01
1.607540547847747803e-01,-4.073678207397460938e+01
-2.145873260498046875e+01,-8.001894950866699219e+00
